ID,SystemCodeNumber,Capacity,Lat_x,Long_x,Occupancy,Vehicle,Traffic,QueueLength,IsSpecialDay,Date,Time,Timestamp,Occ_rate,Demand_rate_min,nearest_system
4514,BHMMBMMBX01,687,20.0000347,78.00000286,393,car,low,2,0,2016-11-07,08:59:00,2016-11-07 08:59:00,57.20524017467249,2.0303030303030303,BHMNCPHST01
1890,BHMBCCTHL01,387,26.14449459,91.73620513,121,truck,low,2,0,2016-11-07,08:59:00,2016-11-07 08:59:00,31.266149870801037,0.8787878787878788,BHMBCCMKT01
11074,Others-CCCPS119a,2803,26.14754061,91.72797041,288,car,low,2,0,2016-11-07,08:59:00,2016-11-07 08:59:00,10.274705672493758,2.696969696969697,Others-CCCPS8
9762,Others-CCCPS105a,2009,26.14747299,91.72804914,723,car,low,2,0,2016-11-07,08:59:00,2016-11-07 08:59:00,35.9880537580886,3.6666666666666665,Others-CCCPS202
5826,BHMNCPHST01,1200,26.14001386,91.73099967,392,car,low,2,0,2016-11-07,08:59:00,2016-11-07 08:59:00,32.666666666666664,3.727272727272727,BHMNCPNST01
16322,Others-CCCPS98,3103,26.14749998,91.72797778,741,bike,low,2,0,2016-11-07,08:59:00,2016-11-07 08:59:00,23.880116016757977,4.393939393939394,Others-CCCPS135a
12386,Others-CCCPS135a,3883,26.14749943,91.72800489,1983,car,low,2,0,2016-11-07,08:59:00,2016-11-07 08:59:00,51.06876126706155,16.666666666666668,Others-CCCPS202
8450,Broad Street,690,26.13795775,91.74099445,411,car,low,1,0,2016-11-07,08:59:00,2016-11-07 08:59:00,59.56521739130435,4.7272727272727275,BHMBCCTHL01
15010,Others-CCCPS8,1322,26.14754886,91.72799519,330,car,low,2,0,2016-11-07,08:59:00,2016-11-07 08:59:00,24.96217851739788,1.6363636363636365,Others-CCCPS119a
3202,BHMEURBRD01,470,26.14901995,91.7395035,280,car,low,2,0,2016-11-07,08:59:00,2016-11-07 08:59:00,59.57446808510638,2.9393939393939394,Shopping
578,BHMBCCMKT01,577,26.14453614,91.73617216,49,car,low,1,0,2016-11-07,08:59:00,2016-11-07 08:59:00,8.492201039861353,0.3333333333333333,BHMBCCTHL01
17634,Shopping,1920,26.15050395,91.73353109,912,car,average,3,0,2016-11-07,08:59:00,2016-11-07 08:59:00,47.5,6.515151515151516,BHMEURBRD01
13698,Others-CCCPS202,2937,26.14749053,91.72799688,713,car,low,2,0,2016-11-07,08:59:00,2016-11-07 08:59:00,24.276472591079333,6.151515151515151,Others-CCCPS135a
12387,Others-CCCPS135a,3883,26.14749943,91.72800489,2371,car,average,3,0,2016-11-07,09:26:00,2016-11-07 09:26:00,61.06103528199846,14.37037037037037,Others-CCCPS202
7139,BHMNCPNST01,485,26.14004753,91.73097233,207,cycle,low,3,0,2016-11-07,09:26:00,2016-11-07 09:26:00,42.68041237113402,0.8787878787878788,BHMNCPHST01
5827,BHMNCPHST01,1200,26.14001386,91.73099967,505,bike,low,2,0,2016-11-07,09:26:00,2016-11-07 09:26:00,42.083333333333336,4.185185185185185,BHMNCPNST01
13699,Others-CCCPS202,2937,26.14749053,91.72799688,840,car,low,3,0,2016-11-07,09:26:00,2016-11-07 09:26:00,28.600612870275793,4.703703703703703,Others-CCCPS135a
16323,Others-CCCPS98,3103,26.14749998,91.72797778,845,car,low,3,0,2016-11-07,09:26:00,2016-11-07 09:26:00,27.231711247180147,3.8518518518518516,Others-CCCPS135a
3203,BHMEURBRD01,470,26.14901995,91.7395035,322,car,low,3,0,2016-11-07,09:26:00,2016-11-07 09:26:00,68.51063829787233,1.5555555555555556,Shopping
15011,Others-CCCPS8,1322,26.14754886,91.72799519,398,car,low,3,0,2016-11-07,09:26:00,2016-11-07 09:26:00,30.10590015128593,2.5185185185185186,Others-CCCPS119a
4515,BHMMBMMBX01,687,20.0000347,78.00000286,437,car,low,2,0,2016-11-07,09:26:00,2016-11-07 09:26:00,63.6098981077147,1.6296296296296295,BHMNCPHST01
1891,BHMBCCTHL01,387,26.14449459,91.73620513,155,bike,low,2,0,2016-11-07,09:26:00,2016-11-07 09:26:00,40.05167958656331,1.2592592592592593,BHMBCCMKT01
8451,Broad Street,690,26.13795775,91.74099445,478,car,low,3,0,2016-11-07,09:26:00,2016-11-07 09:26:00,69.27536231884058,2.4814814814814814,BHMBCCTHL01
9763,Others-CCCPS105a,2009,26.14747299,91.72804914,835,truck,low,3,0,2016-11-07,09:26:00,2016-11-07 09:26:00,41.562966650074664,4.148148148148148,Others-CCCPS202
579,BHMBCCMKT01,577,26.14453614,91.73617216,61,car,low,2,0,2016-11-07,09:26:00,2016-11-07 09:26:00,10.571923743500866,0.4444444444444444,BHMBCCTHL01
11075,Others-CCCPS119a,2803,26.14754061,91.72797041,356,bike,low,2,0,2016-11-07,09:26:00,2016-11-07 09:26:00,12.700677845165895,2.5185185185185186,Others-CCCPS8
17635,Shopping,1920,26.15050395,91.73353109,1089,car,low,3,0,2016-11-07,09:26:00,2016-11-07 09:26:00,56.71874999999999,6.555555555555555,BHMEURBRD01
16324,Others-CCCPS98,3103,26.14749998,91.72797778,944,car,low,3,0,2016-11-07,09:59:00,2016-11-07 09:59:00,30.42217209152433,3.0,Others-CCCPS135a
15012,Others-CCCPS8,1322,26.14754886,91.72799519,445,bike,low,3,0,2016-11-07,09:59:00,2016-11-07 09:59:00,33.66111951588503,1.4242424242424243,Others-CCCPS119a
9764,Others-CCCPS105a,2009,26.14747299,91.72804914,933,car,low,3,0,2016-11-07,09:59:00,2016-11-07 09:59:00,46.44101543056247,2.9696969696969697,Others-CCCPS202
580,BHMBCCMKT01,577,26.14453614,91.73617216,87,truck,low,2,0,2016-11-07,09:59:00,2016-11-07 09:59:00,15.077989601386482,0.7878787878787878,BHMBCCTHL01
5828,BHMNCPHST01,1200,26.14001386,91.73099967,606,car,low,3,0,2016-11-07,09:59:00,2016-11-07 09:59:00,50.5,3.0606060606060606,BHMNCPNST01
12388,Others-CCCPS135a,3883,26.14749943,91.72800489,2754,car,low,3,0,2016-11-07,09:59:00,2016-11-07 09:59:00,70.9245428792171,11.606060606060606,Others-CCCPS202
7140,BHMNCPNST01,485,26.14004753,91.73097233,215,car,low,1,0,2016-11-07,09:59:00,2016-11-07 09:59:00,44.329896907216494,0.24242424242424243,BHMNCPHST01
11076,Others-CCCPS119a,2803,26.14754061,91.72797041,430,car,low,2,0,2016-11-07,09:59:00,2016-11-07 09:59:00,15.340706386014984,2.242424242424242,Others-CCCPS8
13700,Others-CCCPS202,2937,26.14749053,91.72799688,946,car,low,3,0,2016-11-07,09:59:00,2016-11-07 09:59:00,32.20973782771536,3.212121212121212,Others-CCCPS135a
17636,Shopping,1920,26.15050395,91.73353109,1230,car,low,3,0,2016-11-07,09:59:00,2016-11-07 09:59:00,64.0625,4.2727272727272725,BHMEURBRD01
4516,BHMMBMMBX01,687,20.0000347,78.00000286,488,car,low,2,0,2016-11-07,09:59:00,2016-11-07 09:59:00,71.03347889374089,1.5454545454545454,BHMNCPHST01
3204,BHMEURBRD01,470,26.14901995,91.7395035,360,bike,low,2,0,2016-11-07,09:59:00,2016-11-07 09:59:00,76.59574468085107,1.1515151515151516,Shopping
8452,Broad Street,690,26.13795775,91.74099445,542,car,low,2,0,2016-11-07,09:59:00,2016-11-07 09:59:00,78.55072463768116,1.9393939393939394,BHMBCCTHL01
1892,BHMBCCTHL01,387,26.14449459,91.73620513,189,car,low,2,0,2016-11-07,09:59:00,2016-11-07 09:59:00,48.837209302325576,1.0303030303030303,BHMBCCMKT01
7141,BHMNCPNST01,485,26.14004753,91.73097233,229,car,low,3,0,2016-11-07,10:26:00,2016-11-07 10:26:00,47.21649484536082,0.5185185185185185,BHMNCPHST01
5829,BHMNCPHST01,1200,26.14001386,91.73099967,662,car,low,4,0,2016-11-07,10:26:00,2016-11-07 10:26:00,55.166666666666664,2.074074074074074,BHMNCPNST01
15013,Others-CCCPS8,1322,26.14754886,91.72799519,526,truck,low,4,0,2016-11-07,10:26:00,2016-11-07 10:26:00,39.78819969742814,3.0,Others-CCCPS119a
4517,BHMMBMMBX01,687,20.0000347,78.00000286,538,car,low,3,0,2016-11-07,10:26:00,2016-11-07 10:26:00,78.31149927219796,1.8518518518518519,BHMNCPHST01
13701,Others-CCCPS202,2937,26.14749053,91.72799688,1038,car,low,3,0,2016-11-07,10:26:00,2016-11-07 10:26:00,35.34218590398366,3.4074074074074074,Others-CCCPS135a
17637,Shopping,1920,26.15050395,91.73353109,1313,car,low,4,0,2016-11-07,10:26:00,2016-11-07 10:26:00,68.38541666666667,3.074074074074074,BHMEURBRD01
1893,BHMBCCTHL01,387,26.14449459,91.73620513,243,bike,low,3,0,2016-11-07,10:26:00,2016-11-07 10:26:00,62.7906976744186,2.0,BHMBCCMKT01
3205,BHMEURBRD01,470,26.14901995,91.7395035,386,car,low,3,0,2016-11-07,10:26:00,2016-11-07 10:26:00,82.12765957446808,0.9629629629629629,Shopping
16325,Others-CCCPS98,3103,26.14749998,91.72797778,1020,car,low,4,0,2016-11-07,10:26:00,2016-11-07 10:26:00,32.87141475990977,2.814814814814815,Others-CCCPS135a
581,BHMBCCMKT01,577,26.14453614,91.73617216,110,car,low,2,0,2016-11-07,10:26:00,2016-11-07 10:26:00,19.064124783362217,0.8518518518518519,BHMBCCTHL01
12389,Others-CCCPS135a,3883,26.14749943,91.72800489,2941,truck,average,5,0,2016-11-07,10:26:00,2016-11-07 10:26:00,75.74040690188,6.925925925925926,Others-CCCPS202
8453,Broad Street,690,26.13795775,91.74099445,566,bike,low,3,0,2016-11-07,10:26:00,2016-11-07 10:26:00,82.02898550724638,0.8888888888888888,BHMBCCTHL01
9765,Others-CCCPS105a,2009,26.14747299,91.72804914,1064,bike,average,5,0,2016-11-07,10:26:00,2016-11-07 10:26:00,52.961672473867594,4.851851851851852,Others-CCCPS202
11077,Others-CCCPS119a,2803,26.14754061,91.72797041,496,car,low,3,0,2016-11-07,10:26:00,2016-11-07 10:26:00,17.69532643596147,2.4444444444444446,Others-CCCPS8
8454,Broad Street,690,26.13795775,91.74099445,596,cycle,average,4,0,2016-11-07,10:59:00,2016-11-07 10:59:00,86.37681159420289,0.9090909090909091,BHMBCCTHL01
7142,BHMNCPNST01,485,26.14004753,91.73097233,238,bike,average,4,0,2016-11-07,10:59:00,2016-11-07 10:59:00,49.072164948453604,0.2727272727272727,BHMNCPHST01
5830,BHMNCPHST01,1200,26.14001386,91.73099967,699,cycle,high,6,0,2016-11-07,10:59:00,2016-11-07 10:59:00,58.25,1.121212121212121,BHMNCPNST01
15014,Others-CCCPS8,1322,26.14754886,91.72799519,563,car,average,4,0,2016-11-07,10:59:00,2016-11-07 10:59:00,42.586989409984874,1.121212121212121,Others-CCCPS119a
4518,BHMMBMMBX01,687,20.0000347,78.00000286,569,car,average,4,0,2016-11-07,10:59:00,2016-11-07 10:59:00,82.82387190684133,0.9393939393939394,BHMNCPHST01
9766,Others-CCCPS105a,2009,26.14747299,91.72804914,1132,car,average,5,0,2016-11-07,10:59:00,2016-11-07 10:59:00,56.34644101543056,2.0606060606060606,Others-CCCPS202
13702,Others-CCCPS202,2937,26.14749053,91.72799688,1100,bike,average,4,0,2016-11-07,10:59:00,2016-11-07 10:59:00,37.453183520599254,1.878787878787879,Others-CCCPS135a
17638,Shopping,1920,26.15050395,91.73353109,1357,car,high,7,0,2016-11-07,10:59:00,2016-11-07 10:59:00,70.67708333333333,1.3333333333333333,BHMEURBRD01
582,BHMBCCMKT01,577,26.14453614,91.73617216,142,car,high,5,0,2016-11-07,10:59:00,2016-11-07 10:59:00,24.610051993067593,0.9696969696969697,BHMBCCTHL01
16326,Others-CCCPS98,3103,26.14749998,91.72797778,1078,cycle,average,5,0,2016-11-07,10:59:00,2016-11-07 10:59:00,34.74057363841444,1.7575757575757576,Others-CCCPS135a
3206,BHMEURBRD01,470,26.14901995,91.7395035,409,cycle,high,5,0,2016-11-07,10:59:00,2016-11-07 10:59:00,87.02127659574468,0.696969696969697,Shopping
12390,Others-CCCPS135a,3883,26.14749943,91.72800489,3054,truck,average,6,0,2016-11-07,10:59:00,2016-11-07 10:59:00,78.65052794231264,3.4242424242424243,Others-CCCPS202
11078,Others-CCCPS119a,2803,26.14754061,91.72797041,537,bike,average,4,0,2016-11-07,10:59:00,2016-11-07 10:59:00,19.158044951837315,1.2424242424242424,Others-CCCPS8
1894,BHMBCCTHL01,387,26.14449459,91.73620513,266,bike,average,4,0,2016-11-07,10:59:00,2016-11-07 10:59:00,68.73385012919897,0.696969696969697,BHMBCCMKT01
11079,Others-CCCPS119a,2803,26.14754061,91.72797041,552,bike,average,6,0,2016-11-07,11:26:00,2016-11-07 11:26:00,19.6931858722797,0.5555555555555556,Others-CCCPS8
9767,Others-CCCPS105a,2009,26.14747299,91.72804914,1169,car,average,6,0,2016-11-07,11:26:00,2016-11-07 11:26:00,58.18815331010453,1.3703703703703705,Others-CCCPS202
4519,BHMMBMMBX01,687,20.0000347,78.00000286,592,truck,average,5,0,2016-11-07,11:26:00,2016-11-07 11:26:00,86.17176128093159,0.8518518518518519,BHMNCPHST01
15015,Others-CCCPS8,1322,26.14754886,91.72799519,577,car,average,6,0,2016-11-07,11:26:00,2016-11-07 11:26:00,43.64599092284418,0.5185185185185185,Others-CCCPS119a
8455,Broad Street,690,26.13795775,91.74099445,604,car,average,6,0,2016-11-07,11:26:00,2016-11-07 11:26:00,87.53623188405797,0.2962962962962963,BHMBCCTHL01
5831,BHMNCPHST01,1200,26.14001386,91.73099967,718,truck,average,6,0,2016-11-07,11:26:00,2016-11-07 11:26:00,59.833333333333336,0.7037037037037037,BHMNCPNST01
1895,BHMBCCTHL01,387,26.14449459,91.73620513,273,car,average,5,0,2016-11-07,11:26:00,2016-11-07 11:26:00,70.54263565891473,0.25925925925925924,BHMBCCMKT01
16327,Others-CCCPS98,3103,26.14749998,91.72797778,1109,car,average,6,0,2016-11-07,11:26:00,2016-11-07 11:26:00,35.73960683209797,1.1481481481481481,Others-CCCPS135a
583,BHMBCCMKT01,577,26.14453614,91.73617216,157,car,high,7,0,2016-11-07,11:26:00,2016-11-07 11:26:00,27.209705372616984,0.5555555555555556,BHMBCCTHL01
17639,Shopping,1920,26.15050395,91.73353109,1369,car,high,8,0,2016-11-07,11:26:00,2016-11-07 11:26:00,71.30208333333333,0.4444444444444444,BHMEURBRD01
13703,Others-CCCPS202,2937,26.14749053,91.72799688,1115,car,average,6,0,2016-11-07,11:26:00,2016-11-07 11:26:00,37.96390875042561,0.5555555555555556,Others-CCCPS135a
3207,BHMEURBRD01,470,26.14901995,91.7395035,416,car,average,5,0,2016-11-07,11:26:00,2016-11-07 11:26:00,88.51063829787233,0.25925925925925924,Shopping
12391,Others-CCCPS135a,3883,26.14749943,91.72800489,3080,car,average,8,0,2016-11-07,11:26:00,2016-11-07 11:26:00,79.3201133144476,0.9629629629629629,Others-CCCPS202
7143,BHMNCPNST01,485,26.14004753,91.73097233,238,bike,average,4,0,2016-11-07,11:26:00,2016-11-07 11:26:00,49.072164948453604,0.0,BHMNCPHST01
8456,Broad Street,690,26.13795775,91.74099445,645,car,average,6,0,2016-11-07,11:59:00,2016-11-07 11:59:00,93.47826086956522,1.2424242424242424,BHMBCCTHL01
17640,Shopping,1920,26.15050395,91.73353109,1412,bike,high,9,0,2016-11-07,11:59:00,2016-11-07 11:59:00,73.54166666666667,1.303030303030303,BHMEURBRD01
13704,Others-CCCPS202,2937,26.14749053,91.72799688,1171,bike,high,9,0,2016-11-07,11:59:00,2016-11-07 11:59:00,39.87061627511066,1.696969696969697,Others-CCCPS135a
4520,BHMMBMMBX01,687,20.0000347,78.00000286,604,car,average,5,0,2016-11-07,11:59:00,2016-11-07 11:59:00,87.91848617176127,0.36363636363636365,BHMNCPHST01
1896,BHMBCCTHL01,387,26.14449459,91.73620513,280,car,average,5,0,2016-11-07,11:59:00,2016-11-07 11:59:00,72.3514211886305,0.21212121212121213,BHMBCCMKT01
12392,Others-CCCPS135a,3883,26.14749943,91.72800489,3161,car,average,7,0,2016-11-07,11:59:00,2016-11-07 11:59:00,81.40612928148339,2.4545454545454546,Others-CCCPS202
5832,BHMNCPHST01,1200,26.14001386,91.73099967,751,car,average,5,0,2016-11-07,11:59:00,2016-11-07 11:59:00,62.583333333333336,1.0,BHMNCPNST01
7144,BHMNCPNST01,485,26.14004753,91.73097233,246,cycle,average,5,0,2016-11-07,11:59:00,2016-11-07 11:59:00,50.72164948453608,0.24242424242424243,BHMNCPHST01
11080,Others-CCCPS119a,2803,26.14754061,91.72797041,565,car,average,6,0,2016-11-07,11:59:00,2016-11-07 11:59:00,20.156974669996433,0.3939393939393939,Others-CCCPS8
584,BHMBCCMKT01,577,26.14453614,91.73617216,157,bike,average,4,0,2016-11-07,11:59:00,2016-11-07 11:59:00,27.209705372616984,0.0,BHMBCCTHL01
16328,Others-CCCPS98,3103,26.14749998,91.72797778,1135,car,high,8,0,2016-11-07,11:59:00,2016-11-07 11:59:00,36.57750563970351,0.7878787878787878,Others-CCCPS135a
3208,BHMEURBRD01,470,26.14901995,91.7395035,443,cycle,high,8,0,2016-11-07,11:59:00,2016-11-07 11:59:00,94.25531914893617,0.8181818181818182,Shopping
15016,Others-CCCPS8,1322,26.14754886,91.72799519,607,cycle,average,5,0,2016-11-07,11:59:00,2016-11-07 11:59:00,45.915279878971255,0.9090909090909091,Others-CCCPS119a
9768,Others-CCCPS105a,2009,26.14747299,91.72804914,1211,car,average,6,0,2016-11-07,11:59:00,2016-11-07 11:59:00,60.278745644599304,1.2727272727272727,Others-CCCPS202
9769,Others-CCCPS105a,2009,26.14747299,91.72804914,1223,car,high,9,0,2016-11-07,12:26:00,2016-11-07 12:26:00,60.876057740169244,0.4444444444444444,Others-CCCPS202
585,BHMBCCMKT01,577,26.14453614,91.73617216,160,car,average,5,0,2016-11-07,12:26:00,2016-11-07 12:26:00,27.729636048526864,0.1111111111111111,BHMBCCTHL01
3209,BHMEURBRD01,470,26.14901995,91.7395035,449,car,high,8,0,2016-11-07,12:26:00,2016-11-07 12:26:00,95.53191489361701,0.2222222222222222,Shopping
16329,Others-CCCPS98,3103,26.14749998,91.72797778,1148,car,high,10,0,2016-11-07,12:26:00,2016-11-07 12:26:00,36.99645504350628,0.48148148148148145,Others-CCCPS135a
13705,Others-CCCPS202,2937,26.14749053,91.72799688,1180,truck,high,10,0,2016-11-07,12:26:00,2016-11-07 12:26:00,40.17705141300647,0.3333333333333333,Others-CCCPS135a
4521,BHMMBMMBX01,687,20.0000347,78.00000286,609,car,high,9,0,2016-11-07,12:26:00,2016-11-07 12:26:00,88.64628820960698,0.18518518518518517,BHMNCPHST01
15017,Others-CCCPS8,1322,26.14754886,91.72799519,614,car,high,8,0,2016-11-07,12:26:00,2016-11-07 12:26:00,46.4447806354009,0.25925925925925924,Others-CCCPS119a
1897,BHMBCCTHL01,387,26.14449459,91.73620513,277,bike,high,8,0,2016-11-07,12:26:00,2016-11-07 12:26:00,71.57622739018088,-0.1111111111111111,BHMBCCMKT01
12393,Others-CCCPS135a,3883,26.14749943,91.72800489,3183,car,high,10,0,2016-11-07,12:26:00,2016-11-07 12:26:00,81.97270151944373,0.8148148148148148,Others-CCCPS202
11081,Others-CCCPS119a,2803,26.14754061,91.72797041,563,car,average,7,0,2016-11-07,12:26:00,2016-11-07 12:26:00,20.08562254727078,-0.07407407407407407,Others-CCCPS8
5833,BHMNCPHST01,1200,26.14001386,91.73099967,762,truck,average,7,0,2016-11-07,12:26:00,2016-11-07 12:26:00,63.5,0.4074074074074074,BHMNCPNST01
17641,Shopping,1920,26.15050395,91.73353109,1429,car,high,10,0,2016-11-07,12:26:00,2016-11-07 12:26:00,74.42708333333333,0.6296296296296297,BHMEURBRD01
7145,BHMNCPNST01,485,26.14004753,91.73097233,253,cycle,high,7,0,2016-11-07,12:26:00,2016-11-07 12:26:00,52.164948453608254,0.25925925925925924,BHMNCPHST01
8457,Broad Street,690,26.13795775,91.74099445,650,bike,high,9,0,2016-11-07,12:26:00,2016-11-07 12:26:00,94.20289855072464,0.18518518518518517,BHMBCCTHL01
15018,Others-CCCPS8,1322,26.14754886,91.72799519,621,car,average,6,0,2016-11-07,12:59:00,2016-11-07 12:59:00,46.97428139183056,0.21212121212121213,Others-CCCPS119a
17642,Shopping,1920,26.15050395,91.73353109,1433,car,high,10,0,2016-11-07,12:59:00,2016-11-07 12:59:00,74.63541666666667,0.12121212121212122,BHMEURBRD01
7146,BHMNCPNST01,485,26.14004753,91.73097233,258,car,high,8,0,2016-11-07,12:59:00,2016-11-07 12:59:00,53.1958762886598,0.15151515151515152,BHMNCPHST01
9770,Others-CCCPS105a,2009,26.14747299,91.72804914,1218,car,high,8,0,2016-11-07,12:59:00,2016-11-07 12:59:00,60.62717770034843,-0.15151515151515152,Others-CCCPS202
3210,BHMEURBRD01,470,26.14901995,91.7395035,447,car,high,8,0,2016-11-07,12:59:00,2016-11-07 12:59:00,95.1063829787234,-0.06060606060606061,Shopping
11082,Others-CCCPS119a,2803,26.14754061,91.72797041,550,car,high,9,0,2016-11-07,12:59:00,2016-11-07 12:59:00,19.62183374955405,-0.3939393939393939,Others-CCCPS8
1898,BHMBCCTHL01,387,26.14449459,91.73620513,277,car,high,8,0,2016-11-07,12:59:00,2016-11-07 12:59:00,71.57622739018088,0.0,BHMBCCMKT01
12394,Others-CCCPS135a,3883,26.14749943,91.72800489,3188,cycle,high,10,0,2016-11-07,12:59:00,2016-11-07 12:59:00,82.10146793716198,0.15151515151515152,Others-CCCPS202
4522,BHMMBMMBX01,687,20.0000347,78.00000286,597,car,high,9,0,2016-11-07,12:59:00,2016-11-07 12:59:00,86.8995633187773,-0.36363636363636365,BHMNCPHST01
8458,Broad Street,690,26.13795775,91.74099445,646,car,high,8,0,2016-11-07,12:59:00,2016-11-07 12:59:00,93.6231884057971,-0.12121212121212122,BHMBCCTHL01
13706,Others-CCCPS202,2937,26.14749053,91.72799688,1181,car,high,9,0,2016-11-07,12:59:00,2016-11-07 12:59:00,40.211099761661565,0.030303030303030304,Others-CCCPS135a
586,BHMBCCMKT01,577,26.14453614,91.73617216,154,car,high,6,0,2016-11-07,12:59:00,2016-11-07 12:59:00,26.689774696707108,-0.18181818181818182,BHMBCCTHL01
16330,Others-CCCPS98,3103,26.14749998,91.72797778,1128,bike,average,7,0,2016-11-07,12:59:00,2016-11-07 12:59:00,36.35191749919433,-0.6060606060606061,Others-CCCPS135a
5834,BHMNCPHST01,1200,26.14001386,91.73099967,775,bike,average,6,0,2016-11-07,12:59:00,2016-11-07 12:59:00,64.58333333333334,0.3939393939393939,BHMNCPNST01
8459,Broad Street,690,26.13795775,91.74099445,649,cycle,high,8,0,2016-11-07,13:33:00,2016-11-07 13:33:00,94.05797101449276,0.08823529411764706,BHMBCCTHL01
587,BHMBCCMKT01,577,26.14453614,91.73617216,161,car,high,6,0,2016-11-07,13:33:00,2016-11-07 13:33:00,27.902946273830153,0.20588235294117646,BHMBCCTHL01
12395,Others-CCCPS135a,3883,26.14749943,91.72800489,3163,car,high,10,0,2016-11-07,13:33:00,2016-11-07 13:33:00,81.4576358485707,-0.7352941176470589,Others-CCCPS202
16331,Others-CCCPS98,3103,26.14749998,91.72797778,1146,cycle,high,8,0,2016-11-07,13:33:00,2016-11-07 13:33:00,36.93200128907509,0.5294117647058824,Others-CCCPS135a
7147,BHMNCPNST01,485,26.14004753,91.73097233,251,car,high,6,0,2016-11-07,13:33:00,2016-11-07 13:33:00,51.75257731958764,-0.20588235294117646,BHMNCPHST01
17643,Shopping,1920,26.15050395,91.73353109,1413,cycle,high,9,0,2016-11-07,13:33:00,2016-11-07 13:33:00,73.59375,-0.5882352941176471,BHMEURBRD01
13707,Others-CCCPS202,2937,26.14749053,91.72799688,1179,car,high,9,0,2016-11-07,13:33:00,2016-11-07 13:33:00,40.143003064351376,-0.058823529411764705,Others-CCCPS135a
5835,BHMNCPHST01,1200,26.14001386,91.73099967,762,bike,high,8,0,2016-11-07,13:33:00,2016-11-07 13:33:00,63.5,-0.38235294117647056,BHMNCPNST01
11083,Others-CCCPS119a,2803,26.14754061,91.72797041,563,cycle,high,7,0,2016-11-07,13:33:00,2016-11-07 13:33:00,20.08562254727078,0.38235294117647056,Others-CCCPS8
15019,Others-CCCPS8,1322,26.14754886,91.72799519,622,cycle,high,8,0,2016-11-07,13:33:00,2016-11-07 13:33:00,47.0499243570348,0.029411764705882353,Others-CCCPS119a
1899,BHMBCCTHL01,387,26.14449459,91.73620513,279,car,high,7,0,2016-11-07,13:33:00,2016-11-07 13:33:00,72.09302325581395,0.058823529411764705,BHMBCCMKT01
3211,BHMEURBRD01,470,26.14901995,91.7395035,448,car,high,7,0,2016-11-07,13:33:00,2016-11-07 13:33:00,95.31914893617022,0.029411764705882353,Shopping
4523,BHMMBMMBX01,687,20.0000347,78.00000286,611,car,high,8,0,2016-11-07,13:33:00,2016-11-07 13:33:00,88.93740902474528,0.4117647058823529,BHMNCPHST01
9771,Others-CCCPS105a,2009,26.14747299,91.72804914,1233,car,high,9,0,2016-11-07,13:33:00,2016-11-07 13:33:00,61.37381781981085,0.4411764705882353,Others-CCCPS202
15020,Others-CCCPS8,1322,26.14754886,91.72799519,626,truck,average,6,0,2016-11-07,13:59:00,2016-11-07 13:59:00,47.352496217851744,0.15384615384615385,Others-CCCPS119a
3212,BHMEURBRD01,470,26.14901995,91.7395035,456,car,average,6,0,2016-11-07,13:59:00,2016-11-07 13:59:00,97.02127659574468,0.3076923076923077,Shopping
16332,Others-CCCPS98,3103,26.14749998,91.72797778,1148,cycle,average,5,0,2016-11-07,13:59:00,2016-11-07 13:59:00,36.99645504350628,0.07692307692307693,Others-CCCPS135a
9772,Others-CCCPS105a,2009,26.14747299,91.72804914,1240,bike,high,8,0,2016-11-07,13:59:00,2016-11-07 13:59:00,61.722249875559974,0.2692307692307692,Others-CCCPS202
12396,Others-CCCPS135a,3883,26.14749943,91.72800489,3175,car,average,7,0,2016-11-07,13:59:00,2016-11-07 13:59:00,81.76667525109451,0.46153846153846156,Others-CCCPS202
8460,Broad Street,690,26.13795775,91.74099445,658,car,average,5,0,2016-11-07,13:59:00,2016-11-07 13:59:00,95.3623188405797,0.34615384615384615,BHMBCCTHL01
13708,Others-CCCPS202,2937,26.14749053,91.72799688,1194,bike,average,6,0,2016-11-07,13:59:00,2016-11-07 13:59:00,40.65372829417773,0.5769230769230769,Others-CCCPS135a
11084,Others-CCCPS119a,2803,26.14754061,91.72797041,572,car,average,6,0,2016-11-07,13:59:00,2016-11-07 13:59:00,20.406707099536213,0.34615384615384615,Others-CCCPS8
17644,Shopping,1920,26.15050395,91.73353109,1432,car,high,9,0,2016-11-07,13:59:00,2016-11-07 13:59:00,74.58333333333333,0.7307692307692307,BHMEURBRD01
7148,BHMNCPNST01,485,26.14004753,91.73097233,249,car,average,5,0,2016-11-07,13:59:00,2016-11-07 13:59:00,51.340206185567006,-0.07692307692307693,BHMNCPHST01
5836,BHMNCPHST01,1200,26.14001386,91.73099967,774,car,average,5,0,2016-11-07,13:59:00,2016-11-07 13:59:00,64.5,0.46153846153846156,BHMNCPNST01
1900,BHMBCCTHL01,387,26.14449459,91.73620513,287,car,average,5,0,2016-11-07,13:59:00,2016-11-07 13:59:00,74.16020671834626,0.3076923076923077,BHMBCCMKT01
4524,BHMMBMMBX01,687,20.0000347,78.00000286,614,truck,average,6,0,2016-11-07,13:59:00,2016-11-07 13:59:00,89.3740902474527,0.11538461538461539,BHMNCPHST01
588,BHMBCCMKT01,577,26.14453614,91.73617216,162,car,average,5,0,2016-11-07,13:59:00,2016-11-07 13:59:00,28.07625649913345,0.038461538461538464,BHMBCCTHL01
